"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,"T","S","Eliot","We shall not cease from exploration, and the end of all our exploring will be to arrive where we started and know the place for the first time.",,"http://www.brainyquote.com/quotes/quotes/t/tseliot109032.html#YM7zw58tE8QgYc0A.99",,,,415
,,,"Plato","Be kind, for everyone you meet is fighting a hard battle.",,"Bloomberg QoD 6-23-2014",,,3/7/2022 0:00:00,416
,"Tim",,"Keller","It is no more narrow to claim that one religion is right than to claim that one way to think about all religions is right.",,"Tim Keller Wisdom (@DailyKeller) tweet on 7-2-2014",,,7/15/2019 0:00:00,417
,"Andrew",,"Carnegie","The older I get the less I pay attention to what men say, and pay more attention to what they do.",,,,,,419
,"Gwynne",,"Shotwell","You can't control whether you're the smartest person in the room, but you can certainly control whether you're the most prepared.",2014,"http://women2.com/2014/02/12/liveblog/",,"From the ""Women 2.0 Conference 2014"" in San Francisco February 13-14",1/9/2017 0:00:00,420
,"Woodrow",,"Wilson","I not only use all the brains that I have, but all that I can borrow.",,"Bloomberg QoD 8-25-2014",,,,421
,"Friedrich",,"Nietzsche","To trace something unknown back to something known is alleviating, soothing, gratifying and gives moreover a feeling of power. Danger, disquiet, anxiety attend the unknown -- the first instinct is to eliminate these distressing states. First principle: any explanation is better than none... The cause-creating drive is thus conditioned and excited by the feeling of fear...",,,,,,422
,"George",,"Washington","It's wonderful what we can do if we're always doing.",,"Bloomberg QoD 9-5-2014",,,1/30/2017 0:00:00,423
,"John","Kenneth","Galbraith","We have two classes of forecasters: Those who don't know… and those who don't know they don't know.",,,,,,424
,"Francois",,"Rochefoucauld","Hypocrisy is the tribute that vice pays to virtue.",,,,"Francois de La Rochefoucauld",6/3/2019 0:00:00,425
,,,"Confucius","The cautious seldom err.",,"Howard Marks",,,,426
,"Alexander",,"Tytler","A democracy is always temporary in nature; it simply cannot exist as a permanent form of government. A democracy will continue to exist up until the time that voters discover they can vote themselves generous gifts from the public treasury. From that moment on, the majority always votes for the candidates who promise the most benefits from the public treasury, with the result that every democracy will finally collapse due to loose fiscal policy, which is always followed by a dictatorship.",1787,,,"Attributed to Scottish economist Alexander Tytler in 1787, commenting on the (then) new American experiment in creating a republic.",,427
,"Pancho",,"Segura","An hour of practice is worth five hours of foot-dragging.",,"Bloomberg QoD 10-13-2014",,,,428
,"Maya",,"Angelou","Success is liking yourself, liking what you do, and liking how you do it.",,"Bloomberg QoD 10-16-2014",,,,429
,"Thomas",,"Sowell","Much of the social history of the Western World, over the past three decades, has been a history of replacing what worked with what sounded good.",,,,,3/28/2022 0:00:00,430
,"Thomas",,"Sowell","It is hard to imagine a more stupid or more dangerous way of making decisions than putting those decisions in the hands of people who pay no price for being wrong.",,,,,4/21/2022 0:00:00,431
,"Thomas",,"Sowell","If you have always believed that people should play by the same rules and judged by the same standards, that would have gotten you labeled a radical 60 years ago, a liberal 30 years ago and a racist today.",,,,,,432
,"Thomas",,"Sowell","I have never understood why it is greed to want to keep the money you've earned but not greed to want to take someone elses money.",,,,,,433
,"James",,"Victore","You can have an easy life or an awesome one. Choose wisely.",2014,"http://99u.com/articles/33675/you-can-have-an-easy-life-or-an-awesome-one-choose-wisely",,,1/17/2017 0:00:00,434
,"Francis",,"Chan","Our greatest fear should not be of failure but of succeeding at things in life that don’t really matter.",,,,,5/5/2022 0:00:00,435
,"Ayn",,"Rand","When you see that in order to produce, you need to obtain permission from men who produce nothing—when you see that money is flowing to those who deal, not in goods, but in favors—when you see that men get richer by graft and by pull than by work, and your laws don’t protect you against them, but protect them against you -- when you see corruption being rewarded and honesty becoming a self-sacrifice -- you may know that your society is doomed.",1957,"Atlas Shrugged",,,,436
,"Nolan",,"Bushnell","The ultimate inspiration is the deadline.",,"Bloomberg qod 12-3-2014",,,,437
,"George",,"Orwell","At any given moment there is an orthodoxy, a body of ideas, which it is assumed that all right-thinking people will accept without question. It is not exactly forbidden to say this, that or the other, but it is ""not done"" to say it, just as in mid-Victorian times it was ""not done"" to mention trousers in the presence of a lady. Anyone who challenges the prevailing orthodox finds himself silenced with surprising effectiveness. A genuinely unfashionable opinion is almost never given a fair hearing, either in the popular press or in the highbrow periodicals.",,"Freedom of the Press",,,6/16/2022 0:00:00,438
,"Ralph","Waldo","Emerson","Passion, though a bad regulator, is a powerful spring.",,"Bloomberg QoD 12-29-2014",,,,439
"Dr.",,,"Seuss","So the writer who breeds more words than he needs, is making a chore for the reader who reads.",,,,,,440
,"Anais",,"Nin","Life shrinks or expands in proportion to one's courage.",,"Bloomberg QoD 1-7-2015",,,2/13/2017 0:00:00,441
"Sir","Tom",,"Stoppard","If you carry your childhood with you, you never become older.",,"Bloomberg QoD 1-8-2015",,,,442
,"Jason",,"Comely","Fear = Thinking + Time. Take either one of those things away, thinking or time, and you cannot get fear.",2015,"http://lifehacker.com/get-over-your-fears-by-remembering-this-formula-1680897860",,"From Comments: 1) I can see that formula applying to things like a fear of rejection or stage fright. But my fear of spiders is so knee-jerk that I freeze the minute I see one. There's no thinking involved -- it's pure, ridiculous instinct. Am I looking at this wrong? How would you apply that formula in this case?
2) If Fear = Thinking + Time, that implies that Time = Fear - Thinking. Do you ever run out of time? If you do, this implies you can get more time by either scaring yourself or thinking less.",,443
,"H.","Jackson","Brown","Our character is what we do when we think no one is looking.",,"Bloomberg QoD 1-28-2015",,,2/20/2017 0:00:00,444
,,,"Banksy","In the future, everyone will be anonymous for 15 minutes.",2006,,,,,445
,"Brett",,"Arends","Designer brands and ""luxury"" labels are created to overcharge the desperately insecure.",2015,"http://www.wsj.com/articles/simple-bedrock-rules-on-personal-finance-1423358434",,"From ""Simple, Bedrock Rules on Personal Finance,"" by Brett Arends, WSJ, 2-7-2015 8:20 p.m. ET",,446
,"Aldous",,"Huxley","Experience is not what happens to you; it's what you do with what happens to you.",,"Bloomberg QoD 2-11-2015",,,2/28/2017 0:00:00,447
,"Lucille",,"Ball","I'd rather regret the things I've done than regret the things I haven't done.",,"Bloomberg QoD 2-16-2015",,,2/16/2015 0:00:00,448
,"John",,"Wooden","Whatever you do in life, surround yourself with smart people who'll argue with you.",,"Bloomberg QoD 2-20-2015",,,6/22/2022 0:00:00,450
,"George",,"Herbert","Good words are worth much, and cost little.",,"Bloomberg QoD 3-5-2015",,,7/5/2022 0:00:00,452
,"John",,"Adams","Those who trade liberty for security deserve neither and will lose both.",,,,,,453
,"Albert",,"Einstein","It’s not that I’m so smart, it’s just that I stay with problems longer.",,"Bloomberg QoD 3-18-2015",,,3/19/2015 0:00:00,454
,"Sissela",,"Bok","It is easy to tell a lie but hard to tell only one.",1978,"From her book, Lying (New York: Pantheon, 1978, p. 28)",,,3/13/2017 0:00:00,455
,"J","K","Rowling","It is our choices...that show what we truly are, far more than our abilities.",,"Bloomberg QoD 3-24-2015",,,4/3/2017 0:00:00,456
,"Bill",,"Gates","Most people overestimate what they can do in one year and underestimate what they can do in ten years.",,,,,4/17/2017 0:00:00,457
,"Arthur","Conan","Doyle","Work is the best antidote to sorrow.",,"Bloomberg QoD 4-17-2015",,,,458
,"G","K","Chesterton","It isn’t that they can’t see the solution. It is that they can’t see the problem.",,,,,,459
,"Mary","Tyler","Moore","You can't be brave if you've only had wonderful things happen to you.",,"Bloomberg QoD 5-6-2015",,,4/24/2017 0:00:00,460
,"Martin (Jr.)","Luther","King","Love is the only force capable of transforming an enemy into friend.",,"Bloomberg QoD 5-18-2015",,,5/17/2017 0:00:00,461
,,,"Plato","We can easily forgive a child who is afraid of the dark... but the real tragedy is when men are afraid of the light.",,,,,,462
,"Eric",,"Sevareid","The biggest big business in America is not steel, automobiles or television. It is the manufacture, refinement and distribution of anxiety.",,,,"CBS News correspondent",4/16/2019 0:00:00,463
,"Winston",,"Churchill","I remember the story of the old man who said on his deathbed that he had had lots of troubles in his life... most of which had never happened.",,,,,5/30/2017 0:00:00,464
,"Anna",,"Pavlova","To follow, without halt, one aim: There's the secret of success.",,"Bloomberg QoD 6-1-2015",,,,465
,"John",,"Locke","Where there is no desire, there will be no industry.",,"Bloomberg QoD 6-29-2015",,,,466
,"Elbert",,"Hubbard","There is no failure except in no longer trying.",,"Bloomberg QoD 6-30-2015",,,6/12/2017 0:00:00,467
,"Benjamin",,"Franklin","The used key is always bright.",,"Bloomberg QoD 7-3-2015",,,,468
,,,"Aristotle","We are what we repeatedly do. Excellence, then, is not an act, but a habit.",,"Bloomberg QoD 12-2-2015",,"Originally I just had ""We are what we repeatedly do"" but added the rest when I saw the quote on Bloomberg. Note that you could substitute just about any attribute for the word ""excellence.""",6/26/2017 0:00:00,469
,"John","Paul","Jones","He who will not risk cannot win.",,,,,7/10/2017 0:00:00,470
,"Napolean",,"Bonaparte","Do you know what amazes me more than anything else? The impotence of force to organize anything.",,,,,7/14/2022 0:00:00,471
,"Joseph",,"Addison","The grand essentials to happiness in this life are something to do, something to love and something to hope for.",,,,,,472
,"Charles","Hugh","Smith","Passive absorption of marketing-dominated media is the primary activity on the plantation of the mind, and that of course is the goal of the colonial overlords: distraction, passivity, confusion, divide and conquer, and the old stand-by, financial desperation.",,"""Extra-Special Bonus Aphorisms"" section of http://www.oftwominds.com/blog.html viewed on 7-6-2015",,,,473
